id,word,color,condition,reaction_time
30,green,green,congruent,394.6436012545239
30,green,green,congruent,394.8460967175043
30,blue,blue,congruent,393.4717602393047
30,blue,blue,congruent,406.2666509189461
30,blue,blue,congruent,379.5646128692637
30,yellow,yellow,congruent,382.3134928016421
30,yellow,yellow,congruent,404.47135082751794
30,yellow,yellow,congruent,392.1782853266577
30,red,green,incongruent,410.8795956709781
30,red,blue,incongruent,403.6579168053218
30,red,yellow,incongruent,421.52965109304154
30,green,red,incongruent,430.058180485503
30,green,blue,incongruent,408.17331685435835
30,green,yellow,incongruent,409.7054627598953
30,blue,red,incongruent,402.5969604810369
30,blue,green,incongruent,409.10416367884176
30,blue,yellow,incongruent,424.450714842915
30,yellow,red,incongruent,415.8237988421407
30,yellow,green,incongruent,398.2968351736334
30,yellow,blue,incongruent,431.22442978175644
